iter	MultiClass
477	0.05236582799
478	0.05221039491
479	0.05209125003
480	0.05195311883
481	0.05176833837
482	0.05161942491
483	0.05145301366
484	0.05128305395
485	0.05114612089
486	0.05095585161
487	0.05073115857
488	0.05061135674
489	0.05047727079
490	0.05032859658
491	0.05013894805
492	0.04995528237
493	0.04983633191
494	0.04969514643
495	0.04958353877
496	0.0494782519
497	0.04934169982
498	0.04922804883
499	0.04902090839
500	0.04882636526
501	0.04866762894
502	0.04853742739
503	0.04833113501
504	0.04816593433
505	0.04805764153
506	0.0478798334
507	0.04776417662
508	0.04763968168
509	0.04750262778
510	0.04739118355
511	0.04730782005
512	0.04716799999
513	0.0470562499
514	0.0469525185
515	0.04681985646
516	0.04668634162
517	0.04657638154
518	0.0464503058
519	0.04632984529
520	0.04619499318
521	0.04611419018
522	0.04601341567
523	0.0459135054
524	0.04578465138
525	0.0457220722
526	0.04562066159
527	0.04547474897
528	0.04536099021
529	0.04524437936
530	0.04512538842
531	0.04502720187
532	0.04492180945
533	0.04484188212
534	0.04473213327
535	0.04459844076
536	0.04451209781
537	0.04440872897
538	0.04428619337
539	0.04417276441
540	0.04405982883
541	0.04400599187
542	0.04390934599
543	0.04380910745
544	0.04373531346
545	0.04364978203
546	0.04353077505
547	0.0434119252
548	0.04335316847
549	0.04323232628
550	0.04313191645
551	0.04301790246
552	0.04287946783
553	0.04281103308
554	0.04269849613
555	0.04260455772
556	0.04248942104
557	0.04239405576
558	0.04226722926
559	0.04216740007
560	0.04205746646
561	0.04193839523
562	0.0418186767
563	0.04171929036
564	0.04162693221
565	0.04150802399
566	0.04143486499
567	0.04135847597
568	0.04124395466
569	0.04115732473
570	0.04108633705
571	0.04101077888
572	0.04091028795
573	0.04082749
574	0.04075515593
575	0.04066260241
576	0.04059899496
577	0.04050237011
578	0.04040736408
579	0.0403156931
580	0.04022551696
581	0.0401201066
582	0.04003584064
583	0.0399512571
584	0.03985834076
585	0.03978854601
586	0.03972467939
587	0.03964561935
588	0.03955550292
589	0.03943961098
590	0.0393451777
591	0.03923687899
592	0.0391651964
593	0.03905344594
594	0.03893968428
595	0.03887380574
596	0.03877852671
597	0.03869478328
598	0.0385776477
599	0.03849556006
600	0.0383977061
601	0.0383219553
602	0.03822840207
603	0.03814012205
604	0.03808346809
605	0.03797965212
606	0.03791207457
607	0.03784024091
608	0.03776044178
609	0.03768278801
610	0.03760332104
611	0.03750313781
612	0.03740831576
613	0.03731605861
614	0.037261471
615	0.03718692413
616	0.03710448698
617	0.0370389826
618	0.03701279237
619	0.03690736945
620	0.03682419043
621	0.03676458719
622	0.03668311823
623	0.03661994459
624	0.0365310093
625	0.03646145495
626	0.03641810515
627	0.03633879069
628	0.03626573248
629	0.03620635905
630	0.03613863684
631	0.03608381581
632	0.03600636198
633	0.03594845261
634	0.03589098479
635	0.03583348429
636	0.03575343932
637	0.03568971796
638	0.035616098
639	0.03555492045
640	0.03547612678
641	0.03540217532
642	0.0353266489
643	0.03525480999
644	0.03519749771
645	0.03512447806
646	0.0350480551
647	0.03498540188
648	0.03494201334
649	0.03483511617
650	0.03475828294
651	0.03470173292
652	0.03463240728
653	0.03456263501
654	0.03449918909
655	0.03443961258
656	0.03437048327
657	0.03427829456
658	0.03420327897
659	0.03414540196
660	0.03409297806
661	0.03401854409
662	0.03396540461
663	0.03390548617
664	0.03384894585
665	0.03379854702
666	0.03374445883
667	0.03369412888
668	0.03363519304
669	0.0336092581
670	0.03353009323
671	0.03346317729
672	0.03338823032
673	0.03333942736
674	0.03328024366
675	0.03321512091
676	0.03316968269
677	0.03311547624
678	0.03304086583
679	0.03296692616
680	0.03289711527
681	0.03285416635
682	0.03279067439
683	0.03271974133
684	0.03266879864
685	0.03260246578
686	0.03254061266
687	0.03247153559
688	0.03240779022
689	0.03235621359
690	0.03230580378
691	0.0322387689
692	0.03217304787
693	0.03211435822
694	0.03206363908
695	0.03199123049
696	0.03191615781
697	0.03185506709
698	0.03179542466
699	0.03173653385
700	0.03168727718
701	0.03164187133
702	0.03160229907
703	0.03155133778
704	0.03149946945
705	0.03145259527
706	0.03138297285
707	0.031319918
708	0.03126518774
709	0.03119443869
710	0.03114725717
711	0.03106916405
712	0.03100507338
713	0.03095361243
714	0.03088472105
715	0.03081059765
716	0.03075265549
717	0.03069130046
718	0.03066661073
719	0.03060504288
720	0.03055139045
721	0.03050484695
722	0.03045101199
723	0.03040792895
724	0.03033866871
725	0.03027449823
726	0.0302371204
727	0.03018710303
728	0.03013567015
729	0.03007977892
730	0.03003482353
731	0.02998878587
732	0.0299520237
733	0.02987790819
734	0.02983802494
735	0.02979724959
736	0.02972931594
737	0.02966833635
738	0.02961756374
739	0.02956877267
740	0.02952232319
741	0.02948892682
742	0.02943921682
743	0.02938176799
744	0.02932882736
745	0.0292796284
746	0.02923169769
747	0.02918063073
748	0.02914433046
749	0.02909935326
750	0.02905408263
751	0.02900814093
752	0.02893649076
753	0.02887758758
754	0.02881640694
755	0.02876792864
756	0.02870921829
757	0.02866797998
758	0.02862837365
759	0.02858883649
760	0.02853899975
761	0.02849623883
762	0.02845255541
763	0.02840285946
764	0.02834802544
765	0.02830895917
766	0.02826145432
767	0.02821529739
768	0.02818194079
769	0.02814056224
770	0.02809850496
771	0.02805578514
772	0.0280249577
773	0.02797790819
774	0.02793725381
775	0.0278791811
776	0.02782725858
777	0.02778503679
778	0.02774677651
779	0.02771251742
780	0.02766799647
781	0.02761855813
782	0.02756198867
783	0.02751988361
784	0.02747997132
785	0.02743064785
786	0.02738727725
787	0.02733474781
788	0.02730054858
789	0.02726114581
790	0.0272170484
791	0.02717348675
792	0.02712198114
793	0.02706192111
794	0.02701048758
795	0.02697289299
796	0.02694439312
797	0.02690343902
798	0.02686338732
799	0.02682983331
800	0.0267817165
801	0.02673164367
802	0.02668639425
803	0.02662690249
804	0.02658514963
805	0.02655057321
806	0.02651785978
807	0.02647810357
808	0.02643255096
809	0.02638426893
810	0.02634635668
811	0.02632318423
812	0.02629538733
813	0.02624678431
814	0.02620586956
815	0.02616611054
816	0.02613022626
817	0.02609891147
818	0.0260655385
819	0.02603132085
820	0.02600072271
821	0.02596008141
822	0.02591275741
823	0.02586479445
824	0.02581553509
825	0.02578092104
826	0.0257451612
827	0.02568856727
828	0.02565623522
829	0.02562074163
830	0.02558528448
831	0.0255410009
832	0.02549236627
833	0.02545114683
834	0.02542274401
835	0.02538708794
836	0.02533406741
837	0.02529943054
838	0.02526322548
839	0.02521490799
840	0.02518604808
841	0.02514964923
842	0.02510704166
843	0.02508062043
844	0.02504224569
845	0.02499696385
846	0.02495057192
847	0.02492049741
848	0.02488179144
849	0.02483429847
850	0.02480536336
851	0.02476940401
852	0.02474580026
853	0.02471703559
854	0.02467721673
855	0.02463695128
856	0.02458737501
857	0.02453453453
858	0.02450654005
859	0.02446996072
860	0.02443780556
861	0.02439667324
862	0.02438033516
863	0.02434109348
864	0.02429394095
865	0.02426153105
866	0.02422888756
867	0.02420201834
868	0.02416800327
869	0.02412503728
870	0.02408890572
871	0.02405316404
872	0.02401426966
873	0.02398327174
874	0.02396418838
875	0.02393283501
876	0.02390273654
877	0.02387411068
878	0.02384476727
879	0.0238151957
880	0.02378389547
881	0.02374200689
882	0.02371414554
883	0.02370003397
884	0.02366736652
885	0.02363015612
886	0.02360836225
887	0.0235671357
888	0.02353051422
889	0.0234970954
890	0.02345778266
891	0.02342892337
892	0.02339543133
893	0.02335800022
894	0.02332786205
895	0.02329453962
896	0.0232664388
897	0.02323435603
898	0.02320504301
899	0.02318432361
900	0.02314296777
901	0.02311841613
902	0.02309744335
903	0.02307178421
904	0.02304833957
905	0.02301187433
906	0.022984818
907	0.02293409655
908	0.02290915835
909	0.02287931216
910	0.02284941791
911	0.02281846849
912	0.02279106514
913	0.02275841853
914	0.02272289489
915	0.02268628081
916	0.02265109449
917	0.02261126669
918	0.02257895259
919	0.02255158585
920	0.02252375802
921	0.02248975333
922	0.02247005959
923	0.02244261912
924	0.02241600849
925	0.02238848499
926	0.02235798132
927	0.02232977701
928	0.02229992998
929	0.02227200619
930	0.02222889832
931	0.02220708398
932	0.0221729467
933	0.02214007319
934	0.02210709268
935	0.02207576228
936	0.02203892669
937	0.02201008062
938	0.02197693922
939	0.02195099285
940	0.02192696107
941	0.02189786735
942	0.0218730343
943	0.02184731815
944	0.02182177646
945	0.02179042322
946	0.02175702524
947	0.02173478777
948	0.02170818485
949	0.02168573882
950	0.02166178115
951	0.02163482236
952	0.02160323698
953	0.02157323592
954	0.02154937898
955	0.02152387524
956	0.02149174194
957	0.02145906944
958	0.02143316026
959	0.02140614087
960	0.02135380518
961	0.02132487111
962	0.02130870862
963	0.02128816336
964	0.02125228061
965	0.02122058674
966	0.02120253638
967	0.02116732712
968	0.02114250837
969	0.02111754311
970	0.02108804693
971	0.02105852125
972	0.02102677306
973	0.02100727372
974	0.02097962955
975	0.02095438104
976	0.02092955722
977	0.0208951724
978	0.02086769633
979	0.02084164988
980	0.02081615215
981	0.02079012146
982	0.02076356075
983	0.02073331473
984	0.02070326199
985	0.02068109388
986	0.02064554266
987	0.02061908844
988	0.02059409942
989	0.02056152861
990	0.02053918408
991	0.0205202293
992	0.02049773916
993	0.02047051396
994	0.02044390003
995	0.02042209488
996	0.02039329512
997	0.02035566863
998	0.02032671036
999	0.02029550908
